artist_id,artist_albums,artist_fans
262342,21,709
201,9,4569
202,19,630855
203,21,31616
204,17,36016
1179853,113,18616
206,10,359330
207,32,132586
208,19,42599
209,37,72165
210,29,290492
11141328,1,9
212,100,1171159
393428,15,20625
213,24,8468
215,39,254385
216,6,62789
217,13,5444
218,42,94158
7471322,46,7
262364,1,5467
221,370,599680
220,36,83843
214,27,4021
223,2,10247
225,2,7064
7078111,3,155
227,431,52802
228,38,4149244
229,54,40771
230,57,2599715
231,9,19276
232,71,445833
2228451,3,4848
234,10,41700
233,7,4278
4456676,3,34
237,13,1547
238,25,184245
239,24,122767
240,22,70928
241,17,10897
262384,4,274
243,18,183702
244,9,73787
245,5,89381
246,18,27807
247,26,10730
248,47,529299
249,34,385372
655606,16,27108
251,17,24799
252,11,288675
262397,0,514
393464,5,15896
255,19,269601
393472,7,473
5505280,1,298
258,14,9834
259,48,8089440
260,8,26708
261,48,3499
6160644,0,36
263,13,20090
264,7,635
4849928,7,323
266,29,129464
267,30,712268
268,23,35478
262,37,952996
270,34,172174
271,16,8491
272,11,32600
273,27,688966
274,35,248317
275,14,757
4718868,6,2918
1048850,11,56
278,20,3122
276,37,46698
280,10,24757
281,21,271690
282,10,26210
393495,15,168217
284,29,60701
285,29,334837
286,21,8564
287,20,1004292
288,45,31000
289,13,8502
290,80,3230336
4849950,0,19
292,25,200261
1048869,5,1454
294,33,28509
295,13,79420
1048872,11,8223
296,72,12981
298,32,61395
299,7,6681
297,14,43707
300,33,3246
302,40,68451
303,128,391313
524592,9,16978
305,114,285348
306,66,119049
307,6,1717
308,50,496137
309,4,6981
310,18,325470
311,11,8772
312,10,36760
313,32,2449556
262457,9,928
315,17,143680
262460,16,74863
317,51,66626
316,20,22724
319,13,14865
4325688,7,31183
321,22,278159
524601,19,6984
323,46,1346267
324,4,519
393541,3,1854
318,10,16512
327,21,828882
326,5,25700
329,44,41733
330,32,492119
322,5,10007
131404,30,2280
333,35,169793
334,11,20447
335,6,25201
332,16,74084
337,4,5136
338,20,1905922
339,36,62694
340,21,665055
341,4,130967
342,1,2897
343,7,1470
344,7,46325
345,23,11086
346,23,123435
347,24,148091
393563,3,1637
348,5,3170
350,50,1902
351,24,83836
131424,4,2095
131422,27,751
352,0,648
355,18,2199
356,63,1941
357,24,64053
358,47,384776
359,41,678736
360,5,1702
6816103,1,946
131434,23,1200
362,5,39747
363,15,182760
131430,19,1389
366,24,91841
393583,10,52
368,52,952645
369,21,181787
370,13,5627
371,8,74336
372,21,4357
373,10,182199
131446,1,38
131445,99,1081
375,2,3423
377,34,18060
378,43,158339
379,21,11637
380,9,3502
381,41,1195861
382,31,233250
383,27,126549
262525,37,3755
385,33,1622374
393596,20,15486
387,0,138
388,22,213714
389,3,18287
390,34,2190720
524675,11,5179
391,14,162934
393,78,1433596
394,15,6795
395,2,79
9175436,1,472
4456845,11,3351
398,27,74364
399,35,2516248
397,18,81030
401,17,2351
402,19,673136
400,50,2659
404,30,1604866
405,338,1079436
406,23,937877
407,28,272405
408,31,296448
409,25,1195018
1311127,1,0
411,15,26885
524700,6,1538
413,71,1062954
412,59,5411663
415,20,6132825
4325792,1,446
417,83,27834
418,29,407041
419,26,44260
420,7,30056
421,16,71297
422,11,63188
423,38,385235
424,11,38772
425,79,287202
426,9,1568
427,26,19158
428,11,34027
429,0,176070
430,13,308235
431,24,40348
4063657,73,1374
433,21,65196
434,113,2779271
4325808,2,36
436,3,2056
437,7,1191
438,6,555
439,27,124633
262583,9,1114
440,18,5161
6816177,1,39
443,18,62226
435,77,976
445,8,319438
446,13,8880
447,26,26279
5243327,3,104
262590,17,1646
1573314,1,62
450,6,3897
1442241,2,40
131523,10,106
454,9,38624
455,4,16759
456,17,27353
457,13,617912
458,8,3176582
459,17,723332
460,13,235353
461,60,505651
1704391,0,349
463,14,279143
464,0,971513
465,102,201787
655825,152,360
393680,3,590
468,20,416889
4325844,3,1250
467,13,4021
471,9,5254
131543,1,2
473,11,3634
1049050,0,44
475,7,25609
476,28,15710
477,9,58620
4194782,2,195
479,123,932772
480,42,262554
474,35,39480
482,49,877955
483,47,3616556
484,28,24909
485,20,131845
486,4,8694
487,21,213483
488,13,31863
489,18,10664
490,10,175117
491,148,181091
492,78,17186
493,127,621296
2490861,490,2369
495,18,43512
494,45,114128
131569,12,966
496,28,243633
499,25,344
1442291,1,18
501,24,13804
524789,9,3247
4194807,5,161
6029816,4,4
504,5,14008
505,13,857
506,14,6186
5374456,8,2845
524797,5,4899
510,10,2115
511,14,31120
512,166,286077
655873,7,1064
4981246,12,4201
508,8,2564
516,289,15635
517,46,186643
518,54,485
7209476,4,5
520,14,50065
521,24,319404
131593,121,1167
523,44,245075
4325899,3,200
525,16,508788
7209486,39,992
527,15,23950
528,21,41339
529,16,116137
530,24,234600
131602,0,14
532,24,129794
533,36,624055
534,15,249286
262677,0,306
535,23,432696
536,16,151234
524820,10,17305
539,22,40944
537,21,98506
540,6,23876
542,84,14143101
131613,105,1199
544,46,23676
545,43,1794856
541,37,3415
4850202,1,2957
548,24,560
1704485,0,6
546,26,22076
1704487,0,376
551,14,849
553,174,298226
655913,73,78644
552,4,308
556,23,94280
1311276,20,10915
558,4,2116
559,4,721
393775,3,5031
131633,46,2025
561,41,10020
563,23,15410
564,95,10596292
565,23,74619
566,20,2659963
5767730,4,6082
568,59,1407
569,20,814126
570,18,39531
571,25,54668
131641,47,6670
262717,14,48901
574,20,25109
573,23,20196
576,40,8822
4981311,0,12
262718,0,12
579,2,7071
580,21,198002
11141700,21,1
4981314,0,225
583,22,136956
4981313,0,193
585,12,19498
586,40,174408
587,97,108504
6292042,9,1944
589,24,31214
393806,22,2293
591,10,5191
5636683,1,9
593,9,82554
262732,4,1466
595,41,713582
131668,23,25237
597,34,76183
598,25,642560
596,46,503346
4588119,2,41
599,31,947628
393818,10,171
601,16,15313
600,15,4068
605,11,73243
602,10,18844
607,127,85209
608,24,138828
4719196,123,40
610,16,127789
393826,22,2519
612,28,778009
613,438,11296
614,460,113552
615,434,49846
616,62,35566
617,391,1321446
618,16,2223
619,20,6336
620,348,809063
621,17,154717
1049196,13,4735
622,11,54501
131689,43,28610
625,12,54734
626,20,46820
627,15,14964
628,20,108608
629,9,89447
630,66,566756
631,14,176491
632,21,379044
633,6,333558
634,19,46988
635,34,36940
636,38,829226
637,80,2876000
131705,1,7858
639,23,66670
640,13,57894
641,15,234949
642,23,111576
131715,21,12792
644,16,141030
131716,96,3314
646,3,81249
647,35,1384978
262789,10,205
649,4,611
650,15,37500
393867,7,68182
652,33,585772
653,8,348
524941,2,2102
655,0,1812
656,12,540241
657,21,59984
654,0,13610
393875,10,79
660,11,102702
661,35,44255
1049237,0,139
663,33,4850652
664,19,174710
665,23,51305
666,41,207258
131736,10,340
668,30,56889
669,18,73321
670,2,173336
671,403,199277
672,1,7320
673,6,23023
674,6,3310
675,17,38735
6161052,9,1052
677,43,33479
678,29,694424
1704614,6,1590
680,0,539
681,15,51583
1049258,1,20
683,10,104556
131752,15,655
685,55,937666
1311406,81,40804
687,77,392518
688,21,14381
686,9,10639
690,16,1921
691,26,598742
692,45,57223
693,40,708751
694,76,66974
1311415,93,211
262832,6,448
697,24,1254
698,3,253898
699,16,12132
131772,3,1580
701,15,8410
700,69,1059323
703,17,444385
393920,14,15657
705,47,3614621
706,13,146471
707,20,234781
708,8,15804
709,26,47603
710,54,816836
711,33,255203
712,22,89983
713,2,57
714,23,351411
715,23,30674
716,23,111583
4588235,8,9276
718,52,59291
719,55,4953663
720,17,6803
131791,17,936
722,18,343904
723,39,149564
724,68,273461
725,47,2314899
9568982,4,13602
131794,107,39030
728,26,190220
729,36,10699
730,0,239
731,7,24099
732,310,328493
727,35,2131
734,21,514079
735,38,58198
736,3,1547
737,23,212395
393953,6,17934
131811,4,14
146,1,381
741,107,63701
11141854,1,23
3801831,3,271797
744,361,1478800
743,22,984350
745,19,75500
747,23,19662
748,26,3347
749,5,64957
750,37,503892
751,24,172038
752,25,399893
753,13,362361
754,21,188891
755,19,126029
756,9,17282
757,17,58635
525046,22,1174059
758,4,14743
760,44,364086
761,3,2911
762,31,396510
763,8,3049935
764,41,8816
131829,10,99
765,1,13084
767,50,9244
151,32,8973
769,7,6578
7602946,8,901
771,43,295057
772,89,3218
131845,21,762
774,6,1550
773,16,2544
776,62,5605177
262920,15,591
1311494,0,3
1311499,1,35
393996,3,5647
1311501,9,482
6,6,1032010
779,3,6433
784,30,30889
785,19,38164
786,30,23974
787,33,11708
394002,12,5367
789,9,75661
5505813,2,595
791,36,122866
790,1,10705
792,29,35509
794,16,77465
795,69,64976
796,37,721178
797,29,23416
798,9,45476
799,28,265076
800,13,139759
262945,4,221
802,6,1540
1049379,40,78464
804,10,1656
805,180,603668
806,239,208851
394019,19,2194
808,314,952459
809,158,171990
810,27,1498897
811,28,17736
1704745,10,205
812,1,861
814,11,7924
815,13,66555
816,51,413272
817,50,1331817
2229041,3,33
1311537,2,67
131886,16,71286
821,28,235731
818,3,4807
823,26,1295787
4195127,16,43919
824,13,51054
826,8,130088
819,25,80819
828,36,325247
822,17,187903
131896,8,568
831,0,16353
827,3,1564
5636927,1,376
6030144,1,124
131907,10,6523
836,41,9119
837,39,91440
33,17,4638
839,24,127729
838,11,29036
840,3,9606
842,41,32578
843,13,515041
844,1,7132
845,2,6784
846,18,156421
847,34,2084525
848,37,1362393
849,32,843393
850,12,518643
4719440,8,1128
9700180,0,0
853,15,57344
8913750,1,309
854,70,75231
856,20,312975
857,17,5097
263000,1,326
859,16,30843
860,43,3465546
861,6,9558
858,10,9045
863,38,1842447
864,72,782493
131935,16,95648
866,1,665
867,21,229988
868,94,368174
869,18,1100116
870,8,21052
871,33,4191
872,37,38849
394082,17,8712
131940,5,27442
131938,6,2758
874,15,1179
877,7,441
1573741,1,48
394098,14,3177
882,14,838676
394099,3,15981
885,14,10586
883,5,1703
887,35,212456
888,20,11338
5505912,15,113223
890,28,47789
891,12,26837
892,50,11070755
893,11,8320
894,4,2033
656254,4,4
896,26,677116
897,27,1256361
898,44,77028
899,19,7342
900,361,91556
901,46,237842
394117,30,8358
903,71,84849
263048,59,47832
263049,11,20443
906,15,15601
907,63,8184
905,5,15286
909,14,8044
910,8,3816
911,17,21766
912,29,335702
913,11,10582
4719505,7,59
915,44,5920
9175956,2,71
917,15,172715
916,21,3201
919,30,687651
1704856,3,9242
921,8,1148
922,0,1795
7996316,9,9
1704861,2,72
926,14,181675
927,23,3001451
928,16,8213
929,13,8413
930,14,33871
931,31,1654011
4457374,2,4
933,8,9552
1311654,1,1
935,13,329377
936,32,166831
937,4,194
938,49,442883
5112746,8,11652
939,9,151388
941,40,117748
942,5,18839
525231,9,2672
944,29,32108
263089,0,2024
946,11,33859
263088,0,118
947,22,26145
949,14,16062
950,7,18642
951,21,10977
1180600,21,7611
953,23,13539
954,18,27551
955,8,13031
956,20,94487
7996346,1,275
958,25,36842
959,14,117872
960,19,108035
961,18,55134
394170,5,163
2491331,9,17377
964,20,282194
957,19,165196
966,22,258562
965,5,20963
967,4,1845
1573828,1,872
525249,4,269
971,12,222852
972,319,70197
973,17,61840
974,11,51299
975,24,1477
9962448,0,200
976,9,7895
978,294,178379
5768140,4,892
980,11,572224
9962452,0,6
394196,1,7109
983,41,34413
984,9,1745
985,11,25473
986,71,461793
987,19,4117
5506012,9,362
988,6,8637
990,46,56030
982,52,1682
5506016,11,303
7996376,0,64
994,30,57188
995,26,55613
5899234,0,104
997,111,901225
998,5,1333
999,30,12509
1000,446,34903
1001,296,253321
1002,24,52397
1003,3,4914
1004,9,301731
1005,54,3221299
1006,9,4279
1007,321,366326
1008,17,4443
1009,88,242863
263153,33,2011
263152,38,23125
1012,20,16007
9962484,1,1
1014,7,3411
1013,29,41792
1180660,2,83
1017,26,113031
1018,27,227851
525307,11,251983
1019,9,11987
1021,6,7606
1022,16,123485
132091,8,232
1024,23,154530
1025,26,90956
1026,41,558039
132094,14,2941
1028,10,42588
1029,26,223307
1030,8,16974
1023,17,47358
1032,36,31087
1033,32,157855
132104,2,3134
1180680,2,200
1036,422,415732
1573901,8,5720
1038,13,68350
1039,16,84331
1040,18,41352
1041,22,37202
1042,26,8920
132114,31,2051
1044,21,24135
1043,7,804
1046,8,36162
132119,9,537
1048,4,164734
1049,18,89987
1050,17,32257
1047,23,14402
1052,3,1236
132125,20,7331
1054,35,125992
525343,15,424646
1053,2,83604
1057,10,9873
1058,6,4832
1055,0,17241
1060,286,147774
1061,5,9796
1062,422,105107
1063,25,125893
1056,16,19797
1064,24,5405
132129,14,4008
394283,0,323
1068,22,130342
1069,7,294792
1070,9,67984
1071,35,143756
263216,19,8938
1073,33,324507
1074,75,60089
1075,30,93267
1573939,1,30
263217,29,345
4326454,2,66
1079,40,25675
5768247,0,225
1080,18,11908
132154,18,18319
1083,42,71508
1084,20,17075
1078,55,4984
394301,6,37
1087,4,21357
1088,11,14079
1089,10,14975
1090,59,36363
1091,25,17075
5375043,1,9
394309,10,4356
1094,4,4138
1095,2,23368
7734342,7,4157
1096,14,151512
1098,10,108816
7996490,10,2273
7734344,5,690
1101,7,25411
219,56,8406
394318,10,485
1100,9,1158
7996498,3,107
1108,2,129
1109,6,1278
132181,20,2483
1111,12,1845
1112,22,10595
132184,20,1201
1114,6,24183
1113,18,98245
1116,14,7275
1117,11,145366
1118,19,230887
222,0,134
1120,1,534457
1121,454,175941
1122,34,121959
132193,28,3975
1124,22,39858
1125,270,1801333
1126,353,232218
1127,28,198502
1128,61,313964
1129,17,289695
1130,70,21184
11273314,0,0
1442916,4,5
1180772,17,308
1134,431,188269
1135,3,1083
1136,4,7490
1137,33,46981
1138,7,8565
226,14,1488387
1140,19,3150
1141,2,12342
1139,3,825
1143,60,4657
1144,35,47006
1145,26,24976
394357,4,7738
1147,44,4422200
1148,22,127941
4326523,0,3
1150,42,25887
1151,60,27895
1574011,1,7
394369,8,2471
1154,317,1049509
1155,5,12821
1156,50,39571
1157,26,56515
5637251,1,2
1159,320,753033
1153,4,5651
394371,5,2615
1162,21,12412
5506187,3,94
1836171,1,223
1165,3,1215
1166,49,1792
1163,7,11935
1168,28,815034
1169,16,67776
525457,31,77667
394387,22,403827
1172,16,140644
1171,11,2984
4195477,4,72
132246,12,19527
7603348,3,285
394393,5,365
1177,15,648782
1179,10,32097
1180,14,1794
1181,27,167453
1182,26,2448487
1183,16,48162
1184,35,136089
1185,14,30865
1186,24,130530
1187,1,21034
1188,48,7175890
1189,18,239809
10224806,1,123
8258720,1,17
1192,15,308536
132264,28,50026
1190,10,7067
1193,9,21328
1191,9,17929
1194,27,27482
1198,11,18596
9962668,499,13
1200,16,77315
1201,10,432490
1202,7,79827
1203,10,15999
1195,2,5618
1205,14,106167
1206,22,39660
1207,37,89232
1208,9,13439
525496,12,1610
9176250,5,15
1211,13,73267
1212,8,7365
132284,2,275
1214,27,124113
1215,17,228691
1216,12,2769
4588737,9,355
1217,8,13860
1219,7,8226
1213,7,1440
525500,2,504
1222,31,642946
1223,20,6236
1224,11,7628
1225,56,44272
1226,11,39316
1227,6,231907
1228,14,374
1443012,1,3
1230,22,10541
1231,24,213590
1232,9,19121
1233,27,19747
1234,10,52237
263378,5,5928
1235,11,8275
1237,22,122782
1238,10,10186
1239,19,90760
4195538,0,17132
1241,28,6495
5506257,14,540
263387,21,1341
1244,10,10793
132317,6,10908
1245,26,187698
1247,39,592025
1248,12,8614
1249,12,413131
1250,19,46742
1251,18,1020
1252,7,72216
263388,19,101
1254,5,9906
525543,19,1898
1256,12,5742
4588777,2,516
1258,9,4152
1259,12,67878
1260,17,13582
394477,6,83
1261,9,22810
250,18,9460
1255,32,4400
1265,2,610
394482,13,433
1267,11,6338
1268,27,6599
1311988,4,1144
1270,11,2989
1271,11,3295
1272,6,35630
1273,10,1789
1274,13,9935
1275,10,4335
1276,27,19218
1277,18,37662
5506302,3,179
1279,19,62303
1280,24,24156
1281,5,11026
1282,17,14595
1283,10,7129
4588804,5,17487
1285,34,98726
1278,17,258370
1287,4,1590
1288,14,41857
525577,26,2268
1290,28,44811
2229511,1,6
5506308,51,186
1293,68,93395
4982030,3,956
1295,27,194438
132365,13,582
1297,12,711289
1298,23,19425
1299,10,2705
1300,5,5299
1301,14,13583
1302,43,200513
7210258,2,3690
4064534,7,8
1305,27,87817
4064536,8,5347
1307,27,168
1308,11,53536
1309,34,2601003
1310,16,30320
1311,22,41202
1312,14,107607
263457,8,12125
1314,8,13144
1315,24,48942
1316,9,1250
4850976,5,14
1318,5,4883
1319,50,1917695
1320,23,46549
1321,11,9000
5637410,1,1287
1322,15,3659
1324,26,109265
525613,3,1272
1326,7,8695
1327,40,1485136
1328,14,103245
1329,15,586
1330,2,1731
1331,16,86946
525619,5,37992
1333,25,23750
1334,28,126255
1335,22,4237
1336,10,34676
9831734,4,0
1338,9,2345
1339,105,8909
1340,18,60616
394556,1,137
1342,306,1975709
1343,22,265084
1344,37,89123
394557,3,348
4064570,10,4959
1347,13,5724
1349,15,34663
4982086,2,656
1351,9,8702
1352,9,19565
4588873,5,610
1354,18,47813
525643,33,3177842
656712,9,12290
1357,26,20706
1355,11,5733
269,22,306403
4588877,0,11
132433,65,10559
1362,19,3440
1363,15,53483
1574227,0,73
1365,16,5658
1366,12,7507
1367,23,11669
2229591,1,20
1364,12,1020
7079259,0,2
1372,25,16348
1373,4,539
1374,16,231872
1375,11,77469
1376,5,4385
132448,12,36136
1378,28,3289
1379,83,267532
4326755,0,156
1381,20,6108
1382,31,28013
1383,21,9688
1380,9,12189
1385,39,124865
394602,16,410
4588907,5,0
1388,21,126492
1387,16,35590
1386,13,63195
3278191,9,2
1392,21,144004
1390,5,8960
1394,7,2716
1389,0,838
1397,16,7159
1398,75,42080
1399,29,37393
1400,14,28508
5637494,7,14
1967481,36,84536
1403,18,21805
1404,11,46872
1405,15,5576
1406,300,280766
1705336,9,673
1408,30,101341
1409,12,5489
1410,18,227407
1411,3,63737
1412,48,39645
11273602,1,121
1414,11,17691
1415,52,433854
1416,29,8148
1417,25,247837
7210378,7,2761
1419,0,1651
1420,17,36807
1421,1,753
1422,11,31378
1423,94,57765
1424,18,29043
1443214,1,1235
1426,44,25877
1427,11,80671
1428,19,1387
1429,2,16100
525718,7,99
263574,15,5257
1181071,1,8
1433,26,44312
11011482,0,0
1435,17,44643
1434,29,105476
1437,350,44137
1436,32,170450
1439,26,70905
1440,89,551766
1441,299,8386
1442,22,7547
525728,14,5094
2753951,10,33
1445,43,91595
1446,57,1026553
1444,43,247283
1443,17,3557
1449,251,120312
1450,42,1053094
1451,59,22291
1452,13,36633
1453,84,30023
1454,178,553350
5375399,1,483
1456,51,528407
394667,2,2323
1458,41,109072
1459,15,111409
1455,6,332
1461,11,292761
1462,3,1706
394679,6,1071
1464,37,356651
525752,5,333
1466,23,4365
1467,22,28010
394684,10,3396
1469,15,79240
1468,48,5859
263615,11,521
1472,0,2427
1473,20,349
1471,14,2795
1475,39,30164
4326845,0,172
1477,19,72220
1478,29,951744
1181123,18,7564
1480,20,17163
3933641,22,96668
1474,7,7991
293,19,3634
1476,22,23085
1485,10,26400
394702,17,3246
1487,18,48559
263632,15,3047
132560,44,1412
263633,14,9176
394703,29,23377
1492,36,1897
1489,22,114328
1494,29,25052
1495,22,264052
1496,32,2466
394707,5,78
1498,6,13225
1181142,3,15
132570,233,288
1501,31,56200
1502,0,229
263647,11,22971
1312223,19,1893
1503,5,13716
1504,0,31083
1507,430,12192
1508,26,33959
263653,15,3777
1510,54,16508
1511,0,810
1512,0,27
132583,56,14531
1509,15,99627
1515,24,32582
1516,22,223627
4982248,3,264
1518,23,1836
1519,27,307588
1520,17,3409
1521,23,2122
3540461,10,2398
1523,5,15555
5768690,4,343
1525,21,106558
1526,53,35384
1527,18,34848
132600,63,1117
1529,22,19684
1530,11,2923
1443321,0,26
1532,24,20897
1533,12,2859
1534,20,178479
1535,15,270956
1536,475,422831
1537,3,4372
1538,15,305911
132611,24,1010
394754,5,117
1541,35,57658
9307654,0,102
1543,15,7713
1544,25,191947
1705481,0,8
4457992,0,111
394760,3,31630
1548,4,2578
1549,48,6915
1546,12,1882
1551,20,69763
1552,8,10808
1553,9,3455
1554,37,87228
1555,16,30914
263694,9,2821
1557,13,40389
1558,12,71973
1559,34,193111
1560,331,218874
1556,4,8814
1562,29,30710
1563,9,4356
1564,22,42731
263708,1,468
1565,18,8268
1566,9,4138
1568,32,149491
1569,25,5213
263710,5,30
1571,22,13668
1572,18,104578
1573,13,3882
263709,4,67
1575,20,15652
5506600,54,237
132642,9,35
1578,19,136005
1579,9,5301
7996970,0,226
1581,36,150429
1582,19,12186
1583,4,2714
7996976,0,69
132651,9,2169
9307698,15,145
1587,29,27613
263731,17,487771
4064821,11,1120
1588,7,675
1591,9,6445
1592,8,12738
2623031,0,482
1594,14,4154
1596,20,41654
1597,9,5589
263740,6,107
9700928,3,50
1601,3,945
1602,14,12790
4982338,9,1067
1604,25,18991
1605,16,16215
525892,23,5483
1606,20,325930
1608,42,82823
1609,438,136050
1610,23,74276
1607,4,20896
263754,0,10
1613,13,31152
9176654,0,8
9700942,6,336
1614,4,192
1617,30,19490
1612,5,536
1619,2,436
656972,10,391
1621,31,22694
1622,274,677012
5113431,1,0
394840,14,4674
1624,46,77242
1626,386,77992
1627,27,37351
1628,0,2100
1625,12,28463
1630,7,16330
6030934,1,3
1631,12,3937
1633,22,10586
1629,1,1543
1635,29,51531
1636,8,11223
1637,5,16157
1638,20,35796
1639,315,65013
325,12,20164
1641,21,17455
1642,36,872474
394851,10,963
1644,3,626
1645,13,68591
394860,17,4131
1647,1,936
1648,18,10018
1649,11,1018
1650,32,180756
1651,16,1023
1652,13,254309
1653,20,71381
1654,25,169630
1655,4,23349
1656,10,21958
1657,22,65662
1658,30,1058708
5637752,0,5
1660,40,9458
1661,56,1042
1659,22,1612
1663,18,53662
1664,2,715
1665,14,7264
1666,24,7119
1667,11,10923
1668,15,265677
1669,26,24151
1670,2,3528
394885,17,48326
1672,34,27241
1673,3,1484
263810,0,2935
1675,15,104927
1676,15,26986
1677,14,13368
394894,7,1087
1443471,18,96647
1678,8,3003
1681,11,3131
5244556,3,133
5506707,3,109554
1683,14,5656
1685,8,2785
1684,12,1756
1687,14,669
1688,14,992
1689,11,15225
1690,8,5983
5244571,3,594
1181339,45,48368
1692,20,40428
1693,21,1755
1695,28,64181
263840,11,730
132761,8,84
3147421,0,23
1699,14,594
1700,24,60645
1701,18,6201
1702,16,5623
132774,14,3331
394919,13,3595
1574567,4,158
1706,18,38883
132779,1,122
1703,36,10576
1711,5,9847
1712,16,6509
10225328,2,3935
394928,9,7144
1715,6,3496
1716,7,3836
1717,15,5965
1718,14,2711
1719,16,88595
263863,8,1052
2623161,8,184
1722,9,416
1723,59,122670
1724,8,4311
394939,12,98
1725,29,395849
263867,4,99
132796,1,459
1729,51,137700
132802,5,395
1731,10,3564
1730,1,3084
1443525,0,585
263878,1,1319
394951,1,396
1727,11,694
6424260,2,353
1738,9,32737
1739,10,3578
132804,162,163
1741,10,6833
1742,25,4159
1743,23,46062
1744,17,59239
1745,2,1977
1746,6,39169
1747,8,13213
1748,10,62266
1749,10,10430
1750,11,6763
1751,15,33896
1752,16,24753
5375699,0,6
1754,10,4164
4720346,2,1
1755,43,260678
1757,11,39055
394973,8,2739
1759,8,25153
1760,51,316902
1761,22,24933
1762,7,2883
1574621,0,50
132836,4,42
1765,23,501387
394981,11,2123
1767,4,10357
1766,8,10564
1769,9,3669
132842,9,9900
1770,19,3996
1772,0,8372
1773,9,35272
1774,5,57748
1775,14,178185
1776,16,50171
1777,20,38197
132846,14,4322
1779,13,65453
132849,10,1224
1781,58,16446
1782,28,368759
1783,7,700365
1181430,9,817345
1785,173,53192
1786,23,40009
1784,12,27837
1788,23,46389
526077,5,5478
132862,1,808
1791,17,11073
1793,19,59468
7210754,4,2488
1795,1,7088
5506820,24,33542
1796,27,157661
1798,4,33045
5506821,27,613
1799,4,11220
1801,14,111114
1802,26,44681
5113611,3,6214
1804,16,42964
1805,34,130675
1803,22,64648
9963276,0,4
1181456,0,7
1809,6,53836
132874,6,3309
1811,16,5649
1812,16,10491
1813,7,1004
7866134,1,18
1815,41,3715
1816,11,27214
1817,32,30069
1181466,12,2818
1818,6,13138
1820,26,10796
1821,31,6059
132894,19,437
1823,10,17470
1824,14,9994
1825,32,156331
1826,18,7735
1819,8,20229
263963,11,2051
1829,24,3452
1830,3,1595
1831,463,61350
132904,9,1918
1833,12,6821
1834,49,283916
4720426,2,423
2754341,0,11
8914732,499,5
132910,5,49
2754351,0,3
4458288,2,672
132913,2,16
1836,0,1773
10225460,1,186
1845,48,1265
1846,51,914641
1847,16,17160
1848,3,1147
5375799,10,1494
1850,1,334
1851,28,69604
1852,1,7723
