"","user_id","media_id","is_listened"
"118","4606","132123612","0"
"119","4606","132123610","0"
"120","4606","132123608","0"
"121","4606","132123604","0"
"122","4606","132123602","0"
"123","4606","132123606","0"
"124","4606","120026876","0"
"125","4606","131248500","0"
"126","4606","61882740","0"
"127","4606","101903545","0"
"128","4606","92213556","0"
"129","4606","95963370","1"
"130","4606","127246869","1"
"131","4606","119498040","1"
"132","4606","119498052","1"
"133","4606","101764793","1"
"134","4606","114438522","1"
"135","4606","101764803","0"
"136","4606","99976954","0"
"137","4606","128809063","1"
"138","4606","94488788","0"
"139","4606","133577980","1"
"140","4606","126024227","1"
"141","4606","87669875","1"
"142","4606","126024227","0"
"143","4606","133105552","1"
"144","4606","133661814","0"
"145","4606","126024227","0"
"146","4606","133661814","1"
"147","4606","133577980","0"
"148","4606","3607774","1"
"149","4606","133577980","1"
"150","4606","125089724","0"
"151","4606","87669877","0"
"152","4606","109735920","0"
"153","4606","128950996","0"
"154","4606","62376293","0"
"155","4606","555366","1"
"156","4606","116816828","0"
"157","4606","3135183","0"
"158","4606","128809231","0"
"159","4606","3288307","0"
"160","4606","96133358","0"
"161","4606","108704842","0"
"162","4606","10308121","0"
"163","4606","133577980","1"
"164","4606","126024227","1"
"165","4606","87669875","1"
"166","4606","133105552","1"
"167","4606","133661814","0"
"168","4606","133577980","1"
"169","4606","126024227","1"
"170","4606","126024239","0"
"171","4606","128809235","1"
"172","4606","128809249","0"
"173","4606","131340580","0"
"174","4606","79595828","1"
"175","4606","3607774","0"
"176","4606","133577980","0"
"177","4606","126024227","1"
"178","4606","87669875","1"
"179","4606","7146281","1"
"180","4606","13442444","1"
"181","4606","7146281","1"
"182","4606","7146281","1"
"183","4606","133577980","0"
"184","4606","7146281","0"
"185","4606","133577980","1"
"186","4606","128809249","1"
"187","4606","128809239","0"
"188","4606","2654570","1"
"189","4606","66767313","0"
"190","4606","66767320","0"
"191","4606","66767313","1"
"192","4606","66767320","1"
"193","4606","133525542","1"
"194","4606","133525574","1"
"195","4606","128099517","1"
"196","4606","132123610","1"
"197","4606","101764793","1"
"198","4606","15044236","0"
"199","4606","122440564","1"
"200","4606","108704864","0"
"201","4606","7146281","1"
"202","4606","133525542","1"
"203","4606","133525574","1"
"204","4606","128949764","1"
"205","4606","119247550","1"
"206","4606","128948300","1"
"207","4606","126902923","0"
"208","4606","108937900","1"
"209","4606","7146281","1"
"210","4606","133577980","1"
"211","4606","126024227","1"
"212","4606","87669875","1"
"213","4606","131576046","0"
"214","4606","132123632","0"
"215","4606","132123628","0"
"216","4606","7146281","1"
"217","4606","133577980","1"
"218","4606","126024227","1"
"219","4606","128809249","1"
"220","4606","128809235","0"
"221","4606","133525542","1"
"222","4606","129568032","1"
"223","4606","12968219","1"
"224","4606","15044236","0"
"225","4606","69001869","1"
"226","4606","81307858","0"
"227","4606","127563041","1"
"228","4606","877656","1"
"229","4606","6487144","1"
"230","4606","877653","1"
"231","4606","69001869","1"
"232","4606","1095642","1"
"233","4606","109176426","0"
"234","4606","119539144","1"
"235","4606","126219051","1"
"236","4606","109734566","0"
"237","4606","7146281","1"
"238","4606","133577980","0"
"239","4606","133525542","0"
"240","4606","133525574","0"
"241","4606","7146281","1"
"242","4606","133577980","1"
"243","4606","126024227","0"
"244","4606","87669875","0"
"245","4606","133105552","0"
"246","4606","133661814","1"
"247","4606","13442444","0"
"248","4606","3409757","0"
"249","4606","66767313","1"
"250","4606","66767320","1"
"251","4606","106920510","1"
"252","4606","106920512","1"
"253","4606","106920522","1"
"254","4606","133525536","0"
"255","4606","133525594","0"
"256","4606","133525554","0"
"257","4606","133525594","1"
"258","4606","133525572","0"
"259","4606","133525566","1"
"260","4606","133525538","0"
"261","4606","133525542","0"
"262","4606","133525546","1"
"263","4606","100328662","0"
"264","4606","100328648","0"
"265","4606","100328666","1"
"266","4606","63104229","0"
"267","4606","100328656","1"
"268","4606","63104230","0"
"269","4606","63104234","0"
"270","4606","63104238","1"
"271","4606","75640265","1"
"272","4606","118596560","0"
"273","4606","128809231","1"
"274","4606","128809233","1"
"275","4606","128809235","1"
"276","4606","128809237","1"
"277","4606","128809239","1"
"278","4606","128809241","1"
"279","4606","128809243","1"
"280","4606","128809245","1"
"281","4606","128809247","1"
"282","4606","128809249","1"
"283","4606","132123610","1"
"284","4606","132123608","1"
"285","4606","132123604","1"
"286","4606","132123602","1"
"287","4606","125089700","1"
"288","4606","132123606","1"
"289","4606","120026876","1"
"290","4606","131248500","1"
"291","4606","61882740","1"
"292","4606","101903545","1"
"293","4606","92213556","1"
"294","4606","106920512","0"
"295","4606","106920522","1"
"296","4606","106920512","1"
"297","4606","106920522","1"
"298","4606","106920522","1"
"299","4606","106920512","1"
"300","4606","106920522","0"
"301","4606","106920512","0"
"302","4606","133525546","1"
"303","4606","133525550","1"
"304","4606","133525554","0"
"305","4606","133525560","0"
"306","4606","133525566","1"
"307","4606","133525572","1"
"308","4606","133525574","1"
"309","4606","133525578","1"
"310","4606","133525582","1"
"311","4606","133525586","1"
"312","4606","133525590","1"
"313","4606","133525594","1"
"314","4606","133525594","1"
"315","4606","133525536","1"
"316","4606","75867477","0"
"317","4606","75867486","1"
"318","4606","10308129","1"
"319","4606","10308125","1"
"320","4606","5639250","1"
"321","4606","71966546","1"
"322","4606","13789082","0"
"323","4606","71966549","1"
"324","4606","77468046","1"
"325","4606","78671166","1"
"326","4606","133525542","1"
"327","4606","133525574","1"
"328","4606","126024209","1"
"329","4606","133577980","1"
"330","4606","126024227","0"
"331","4606","87669875","0"
"332","4606","133105552","0"
"333","4606","133661814","0"
"334","4606","13442444","0"
"335","4606","13442444","0"
"336","4606","3409757","1"
"337","4606","128809235","0"
"338","4606","128809249","0"
"339","4606","128809239","0"
"340","4606","128809231","0"
"341","4606","79595828","1"
"342","4606","3607774","0"
"343","4606","2654570","0"
"344","4606","66767313","0"
"345","4606","66767320","0"
"346","4606","66767311","1"
"347","4606","133525542","0"
"348","4606","133525574","0"
"349","4606","110806008","0"
"350","4606","101903555","1"
"351","4606","75559838","1"
"352","4606","126024209","0"
"353","4606","112713976","1"
"354","4606","129568032","1"
"355","4606","71966548","1"
"356","4606","133577980","1"
"357","4606","128809249","0"
"358","4606","133525542","1"
"359","4606","126024209","1"
"360","4606","131835986","1"
"361","4606","112713976","0"
"362","4606","129568032","0"
"363","4606","122222814","0"
"364","4606","117726058","1"
"365","4606","132123610","1"
"366","4606","132123608","1"
"367","4606","125089700","0"
"368","4606","101764793","1"
"369","4606","126902923","1"
"370","4606","118190304","0"
"371","4606","131576046","1"
"372","4606","132123606","1"
"373","4606","12968219","1"
"374","4606","15044236","1"
"375","4606","13766137","1"
"376","4606","125462086","1"
"377","4606","68513563","0"
"378","4606","75711295","0"
"379","4606","109176426","0"
"380","4606","78098991","1"
"381","4606","123607620","0"
"382","4606","128846799","1"
"383","4606","113989166","1"
"384","4606","14404803","1"
"385","4606","14404805","1"
"386","4606","101903551","1"
"387","4606","78671166","1"
"388","4606","78671171","1"
"389","4606","68960237","0"
"390","4606","3766769","0"
"391","4606","102360956","0"
"392","4606","106095108","1"
"393","4606","104609426","1"
"394","4606","128809249","1"
"395","4606","101903555","1"
"396","4606","101903545","1"
"397","4606","133525542","1"
"398","4606","126024227","1"
"399","4606","87669875","0"
"400","4606","75559838","0"
"401","4606","126024209","1"
"402","4606","131835986","1"
"403","4606","112713976","1"
"404","4606","5490699","1"
"405","4606","128809249","1"
"406","4606","87669875","0"
"407","4606","13442444","0"
"408","4606","3409757","1"
"409","4606","112713976","1"
"410","4606","129568032","0"
"411","4606","117726058","1"
"412","4606","131576046","1"
"413","4606","95963370","0"
"414","4606","119498040","1"
"415","4606","119498052","1"
"416","4606","101764793","1"
"417","4606","114438522","1"
"418","4606","101764803","1"
"419","4606","127563041","1"
"420","4606","131340580","0"
"421","4606","129310248","0"
"422","4606","128878464","0"
"423","4606","122886138","0"
"424","4606","133922560","0"
"425","4606","130105294","0"
"426","4606","133661814","0"
"427","4606","132625720","0"
"428","4606","130296632","0"
"429","4606","117692656","0"
"430","4606","135373076","0"
"431","4606","134294748","0"
"432","4606","134948092","0"
"433","4606","133940962","0"
"434","4606","134519804","0"
"435","4606","133135258","0"
"436","4606","129313094","0"
"437","4606","125513414","0"
"438","4606","128947092","0"
"439","4606","128951018","0"
"440","4606","128878480","0"
"441","4606","113419752","0"
"442","4606","129632316","0"
"443","4606","122439642","0"
"444","4606","134948420","0"
"445","4606","125513632","0"
"446","4606","136235472","0"
"447","4606","134948406","0"
"448","4606","125836181","0"
"449","4606","136235488","0"
"450","4606","102035745","0"
"451","4606","129324466","0"
"452","4606","107619632","0"
"453","4606","127245189","0"
"454","4606","120739000","0"
"455","4606","119967906","0"
"456","4606","124105990","0"
"457","4606","124271124","0"
"458","4606","127245171","0"
"459","4606","113039544","0"
"460","4606","124996696","0"
"461","4606","124996688","0"
"462","4606","124138264","0"
"463","4606","129632290","0"
"464","4606","124996692","0"
"465","4606","121710324","0"
"466","4606","1095642","1"
"467","4606","65186041","1"
"468","4606","877653","0"
"469","4606","877656","1"
"470","4606","6487144","1"
"471","4606","128809249","0"
"472","4606","128809235","1"
"473","4606","128809249","0"
"474","4606","129324466","0"
"475","4606","106920512","0"
"476","4606","129324466","0"
"477","4606","126866297","0"
"478","4606","128337359","0"
"479","4606","70322137","0"
"480","5034","124197688","1"
"481","5034","128948300","0"
"482","5034","134946706","1"
"483","5034","126847459","1"
"484","5034","99976954","1"
"485","5034","117797212","0"
"486","5034","134751212","0"
"487","5034","117797212","1"
"488","5034","127539479","1"
"489","5034","135949706","1"
"490","5034","135949710","1"
"491","5034","135949700","1"
"492","5034","135949696","1"
"493","5034","135949708","1"
"494","5034","135949714","1"
"495","5034","135949712","1"
"496","5034","135949718","0"
"497","5034","135949702","0"
"498","5034","135949698","0"
"499","5034","135949720","0"
"500","5034","135949694","0"
"501","5034","136219370","1"
"502","5034","134748108","1"
"503","5034","120026876","1"
"504","5034","125972317","1"
"505","5034","123132322","1"
"506","5034","126092539","1"
"507","5034","127731687","1"
"508","5034","135373512","1"
"509","5034","135329676","1"
"510","5034","135010100","1"
"511","5034","67354825","1"
"512","5034","136803674","1"
"513","5034","124258420","1"
"514","5034","116745148","1"
"515","5034","130250890","0"
"516","5034","62051291","0"
"517","5034","130700214","0"
"518","5034","132123626","1"
"519","5034","133346530","1"
"520","5034","135736388","1"
"521","5034","130604714","1"
"522","5034","131144682","1"
"523","5034","135949724","1"
"524","5034","134748108","1"
"525","5034","135426698","1"
"526","5034","136189010","0"
"527","5034","136189010","0"
"528","5034","136189010","0"
"529","5034","136189010","0"
"530","5034","136189010","0"
"531","5034","129121520","1"
"532","5034","133961050","0"
"533","5034","133961050","0"
"534","5034","133961050","0"
"535","5034","132950112","1"
"536","5034","134443922","1"
"537","5034","91519050","0"
"538","5034","91519050","0"
"539","5034","91519050","0"
"540","5034","91519050","0"
"541","5034","91519050","0"
"542","5034","91519050","0"
"543","5034","91519050","0"
"544","5034","91519050","0"
"545","5034","106733772","0"
"546","5034","135949726","1"
"547","5034","135010180","1"
"548","5034","135949714","1"
"549","5034","135437726","1"
"550","5034","135439336","1"
"551","5034","132123630","1"
"552","5034","135736388","1"
"553","5034","133165774","1"
"554","5034","133961050","0"
"555","5034","133961050","0"
"556","5034","133961050","0"
"557","5034","135203374","1"
"558","5034","135949696","1"
"559","5034","135438506","1"
"560","5034","136189010","0"
"561","5034","136189010","0"
"562","5034","135949710","1"
"563","5034","127539479","1"
"564","5034","133215526","1"
"565","5034","135949724","1"
"566","5034","132389048","1"
"567","5034","132123604","1"
"568","5034","132929052","0"
"569","5034","132929052","0"
"570","5034","132929052","0"
"571","5034","135438510","0"
"572","5034","135438510","0"
"573","5034","135438510","0"
"574","5034","135438510","0"
"575","5034","134378050","1"
"576","5034","133525554","0"
"577","5034","133525554","0"
"578","5034","133525554","0"
"579","5034","133525554","0"
"580","5034","133525554","0"
"581","5034","136243992","0"
"582","5034","133525554","0"
"583","5034","134378050","0"
"584","5034","133525554","0"
"585","5034","136243992","1"
"586","5034","136127850","0"
"587","5034","136127850","0"
"588","5034","133360264","0"
"589","5034","133360264","0"
"590","5034","134748108","1"
"591","5034","135949708","1"
"592","5034","135010106","1"
"593","5034","133517148","1"
"594","5034","128153243","0"
"595","5034","128153243","0"
"596","5034","132434634","1"
"597","5034","118986142","0"
"598","5034","117797212","0"
"599","5034","99976952","0"
"600","5034","132123622","1"
"601","5034","127731687","1"
"602","5034","135949694","1"
"603","5034","124603278","1"
"604","5034","78671166","1"
"605","5034","125971155","0"
"606","5034","125971155","0"
"607","5034","125971155","0"
"608","5034","126848547","1"
"609","5034","134712308","0"
"610","5034","135373074","1"
"611","5034","130118535","0"
"612","5034","130118535","0"
"613","5034","130414906","0"
"614","5034","132539812","0"
"615","5034","128458659","0"
"616","5034","127677389","0"
"617","5034","6817186","1"
"618","5034","15093502","1"
"619","5034","124677360","0"
"620","5034","122363956","0"
"621","5034","124677360","0"
"622","5034","101954899","0"
"623","5034","92092070","0"
"624","5034","124677360","1"
"625","5034","120334276","0"
"626","5034","120334276","0"
"627","5034","120334276","0"
"628","5034","123659458","1"
"629","5034","122363872","0"
"630","5034","122363872","0"
"631","5034","117428176","0"
"632","5034","117428176","0"
"633","5034","122363878","1"
"634","5034","127546793","0"
"635","5034","129189838","0"
"636","5034","123659464","1"
"637","5034","122927588","0"
"638","5034","123659464","0"
"639","5034","123659464","0"
"640","5034","123659464","0"
"641","5034","123659464","0"
"642","5034","124677360","1"
"643","5034","120334276","0"
"644","5034","123659458","1"
"645","5034","122363872","0"
"646","5034","117428176","0"
"647","5034","117428176","0"
"648","5034","122363878","0"
"649","5034","122363878","0"
"650","5034","127546793","0"
"651","5034","127546793","0"
"652","5034","129189838","0"
"653","5034","129189838","0"
"654","5034","129189838","0"
"655","5034","123659464","0"
"656","5034","122927588","0"
"657","5034","122927588","0"
"658","5034","123659476","0"
"659","5034","123659476","0"
"660","5034","123659476","0"
"661","5034","129473728","0"
"662","5034","129189838","0"
"663","5034","129189838","0"
"664","5034","122363944","0"
"665","5034","132123630","1"
"666","5034","135736388","1"
"667","5034","133165774","1"
"668","5034","133961050","0"
"669","5034","133961050","0"
"670","5034","135203374","1"
"671","5034","132123630","1"
"672","5034","132123626","1"
"673","5034","132950112","1"
"674","5034","133346530","1"
"675","5034","134748108","1"
"676","5034","135426698","0"
"677","5034","130250890","1"
"678","5034","132123626","1"
"679","5034","134748108","1"
"680","5034","135949724","1"
"681","5034","134443922","0"
"682","5034","62051291","0"
"683","5034","91519050","0"
"684","5034","106733772","0"
"685","5034","130700214","0"
"686","5034","133961050","0"
"687","5034","136189010","0"
"688","5034","136189010","0"
"689","5034","136189010","0"
"690","5034","131144682","1"
"691","5034","72760041","1"
"692","5034","135438506","0"
"693","5034","136345734","0"
"694","5034","135439300","0"
"695","5034","132123604","0"
"696","5034","135949708","0"
"697","5034","135949708","0"
"698","5034","133525572","0"
"699","5034","129128022","1"
"700","5034","134378050","0"
"701","5034","134378050","0"
"702","5034","134378050","0"
"703","5034","132672350","1"
"704","5034","124677360","1"
"705","5034","123659464","0"
"706","5034","129189838","0"
"707","5034","129189838","0"
"708","5034","123659464","0"
"709","5034","132123604","1"
"710","5034","132123626","1"
"711","5034","132929052","0"
"712","5034","132929052","0"
"713","5034","98140320","0"
"714","5034","98140320","0"
"715","5034","98140320","0"
"716","5034","98140322","0"
"717","5034","98140324","0"
"718","5034","98140326","1"
"719","5034","104088780","0"
"720","5034","134079726","0"
"721","5034","122703256","0"
"722","5034","104088790","1"
"723","5034","104088776","1"
"724","5034","89251729","1"
"725","5034","134079722","0"
"726","5034","106799944","0"
"727","5034","120549084","1"
"728","5034","132463928","0"
"729","5034","120549084","0"
"730","5034","116745148","0"
"731","5034","78815467","0"
"732","5034","134481944","0"
"733","5034","114309212","0"
"734","5034","103503102","0"
"735","5034","129219996","0"
"736","5034","103503102","0"
"737","5034","114309212","0"
"738","5034","114309212","0"
"739","5034","124603278","1"
"740","5034","62070465","0"
"741","5034","124197688","0"
"742","5034","132123624","1"
"743","5034","125089724","1"
"744","5034","135949708","1"
"745","5034","126884459","1"
"746","5034","122886138","0"
"747","5034","129121520","1"
"748","5034","130861814","1"
"749","5034","124603270","0"
"750","5034","99976954","0"
"751","5034","132929042","0"
"752","5034","129011934","0"
"753","5034","135949726","0"
"754","5034","125890431","1"
"755","5034","128878464","0"
"756","5034","133940962","1"
"757","5034","133165774","1"
"758","5034","135949706","1"
"759","5034","132123604","1"
"760","5034","132123626","1"
"761","5034","130105294","1"
"762","5034","132614858","0"
"763","5034","135949710","1"
"764","5034","131576046","1"
"765","5034","135949700","1"
"766","5034","136127850","1"
"767","5034","135438506","1"
"768","5034","129632340","1"
"769","5034","127539479","1"
"770","5034","135736388","1"
"771","5034","135949696","1"
"772","5034","122927594","1"
"773","5034","126866297","1"
"774","5034","132123606","1"
"775","5034","132265704","1"
"776","5034","125089724","1"
"777","5034","135949708","1"
"778","5034","126884459","1"
"779","5034","122886138","1"
"780","5034","129121520","1"
"781","5034","130861814","1"
"782","5034","124603270","1"
"783","5034","99976954","1"
"784","5034","132929042","0"
"785","5034","135949726","1"
"786","5034","125890431","1"
"787","5034","130250890","1"
"788","5034","122450802","1"
"789","5034","132123616","1"
"790","5034","130855276","1"
"791","5034","135949718","1"
"792","5034","132123618","1"
"793","5034","117797212","1"
"794","5034","117726084","1"
"795","5034","132950108","1"
"796","5034","132123604","1"
"797","5034","117513852","1"
"798","5034","135329676","1"
"799","5034","132434634","1"
"800","5034","132123630","1"
"801","5034","133165774","1"
"802","5034","133661814","1"
"803","5034","135949706","1"
"804","5034","132123604","1"
"805","5034","130105294","1"
"806","5034","132123626","1"
"807","5034","132614858","1"
"808","5034","131576046","1"
"809","5034","135949710","1"
"810","5034","136127850","1"
"811","5034","135438506","1"
"812","5034","129632340","1"
"813","5034","135949696","1"
"814","5034","127539479","1"
"815","5034","135949700","1"
"816","5034","135736388","1"
"817","5034","136864888","1"
"818","5034","132434634","1"
"819","5034","136864878","1"
"820","5034","133165774","1"
"821","5034","136864894","1"
"822","5034","135203374","1"
"823","5034","136803674","1"
"824","5034","135461630","1"
"825","5034","129473728","1"
"826","5034","136806250","0"
"827","5034","132123626","1"
"828","5034","133346530","1"
"829","5034","136864888","0"
"830","5034","136864878","0"
"831","5034","136864888","1"
"832","5034","132434634","0"
"833","5034","136864878","1"
"834","5034","113989176","1"
"835","5034","134443916","1"
"836","5034","134443916","1"
"837","5034","129121520","1"
"838","5034","136864878","1"
"839","5034","122886138","1"
"840","5034","128878464","1"
"841","5034","129011934","0"
"842","5034","99976954","0"
"843","5034","132929042","0"
"844","5034","133940962","0"
"845","5034","135949724","1"
"846","5034","136864888","1"
"847","5034","132434634","1"
"848","5034","136864878","1"
"849","5034","133165774","1"
"850","5034","136864894","1"
"851","5034","135203374","1"
"852","5034","136803674","1"
"853","5034","135461630","1"
"854","5034","129473728","1"
"855","5034","136806250","1"
"856","5034","132123626","1"
"857","5034","133346530","0"
"858","5034","127731687","1"
"859","5034","135373512","0"
"860","5034","126092539","0"
"861","5034","123132322","0"
"862","5034","125972317","0"
"863","5034","120026876","1"
"864","5034","125972317","1"
"865","5034","126092539","0"
"866","5034","127731687","0"
"867","5034","135373512","0"
"868","5034","135329676","0"
"869","5034","135010100","0"
"870","5034","135329676","0"
"871","5034","135373512","0"
"872","5034","124603270","1"
"873","5034","134212668","0"
"874","5034","106733772","0"
"875","5034","135452162","0"
"876","5034","134371058","0"
"877","5034","133117436","0"
"878","5034","128948300","0"
"879","5034","123883254","0"
"880","5034","119437608","0"
"881","5034","122886138","0"
"882","5034","131576046","1"
"883","5034","132434634","0"
"884","5034","133346530","0"
"885","5034","102400506","0"
"886","5034","132614858","1"
"887","5034","113989176","0"
"888","5034","131742260","0"
"889","5034","124258420","0"
"890","5034","136803674","0"
"891","5034","67354825","0"
"892","5034","135010100","0"
"893","5034","135329676","1"
"894","5034","135010100","0"
"895","5034","67354825","0"
"896","5034","136803674","0"
"897","5034","124258420","0"
"898","5034","131742260","0"
"899","5034","132123630","1"
"900","5034","133165774","0"
"901","5034","132434634","0"
"902","5034","136889400","0"
"903","5034","136889400","0"
"904","5034","132434634","0"
"905","5034","132434634","0"
"906","5034","133165774","0"
"907","5034","132123630","0"
"908","5034","136864888","0"
"909","5034","132123630","1"
"910","5034","136864888","1"
"911","5034","130105294","0"
"912","5034","135949706","0"
"913","5034","133661814","0"
"914","5034","136127850","0"
"915","5034","132123626","0"
"916","5034","131576046","0"
"917","5034","135438506","0"
"918","5034","136864878","0"
"919","5034","129632340","0"
"920","5034","127539479","0"
"921","7557","62723999","1"
"922","7557","3056960","1"
"923","7557","550288","1"
"924","7557","3107314","1"
"925","7557","67629582","1"
"926","7557","129632340","1"
"927","7557","3432591","1"
"928","7557","3107326","1"
"929","7557","3097488","0"
"930","7557","112662366","1"
"931","7557","38290631","1"
"932","7557","112662364","1"
"933","7557","3087828","1"
"934","7557","13716797","1"
"935","7557","70266759","1"
"936","7557","63510358","1"
"937","7557","85576202","1"
"938","7557","134519804","1"
"939","7557","71294452","1"
"940","7557","3087828","1"
"941","7557","3445820","1"
"942","7557","130067286","1"
"943","7557","13093471","1"
"944","7557","88936743","1"
"945","7557","87371673","1"
"946","7557","97342714","1"
"947","7557","69419038","1"
"948","7557","14299589","1"
"949","7557","13651702","1"
"950","7557","12565420","1"
"951","7557","61752797","1"
"952","7557","121107876","1"
"953","7557","14340428","1"
"954","7557","67929419","1"
"955","7557","133554220","1"
"956","7557","63510360","1"
"957","7557","109169054","1"
"958","7557","13978270","1"
"959","7557","101833655","1"
"960","7557","114395862","1"
"961","7557","7667349","1"
"962","7557","107955594","1"
"963","7557","99554798","1"
"964","7557","55829181","1"
"965","7557","70266758","1"
"966","7557","75711295","1"
"967","7557","62847142","1"
"968","7557","746387","0"
"969","7557","61424044","1"
"970","7557","5351361","1"
"971","7557","3113470","1"
"972","7557","5092738","1"
"973","7557","68943076","1"
"974","7557","3841381","1"
"975","7557","35407931","1"
"976","7557","3841381","1"
"977","7557","35407931","1"
"978","7557","66314771","1"
"979","7557","66314771","1"
"980","7557","90326361","1"
"981","7557","62294641","1"
"982","7557","63510361","1"
"983","7557","3135336","1"
"984","7557","3402413","1"
"985","7557","3841381","1"
"986","7557","1109956","1"
"987","7557","67629582","1"
"988","7557","61424044","1"
"989","7557","61752797","1"
"990","7557","3113470","1"
"991","7557","13093471","1"
"992","7557","3113470","1"
"993","7557","13093471","1"
"994","7557","99976952","1"
"995","7557","90379179","1"
"996","7557","67629582","1"
"997","7557","73217393","1"
"998","7557","79223833","1"
"999","7557","61109754","1"
"1000","7557","63510361","1"
"1001","7557","1195496","1"
"1002","7557","3841381","1"
"1003","7557","1195496","1"
"1004","7557","60200381","1"
"1005","7557","12275892","1"
"1006","7557","125971251","1"
"1007","7557","12275892","0"
"1008","7557","60977514","1"
"1009","7557","17135109","1"
"1010","7557","62724019","1"
"1011","7557","70383441","1"
"1012","7557","96818170","1"
"1013","7557","62724019","1"
"1014","7557","14299589","1"
"1015","7557","72332709","1"
"1016","7557","14299589","0"
"1017","7557","72332709","1"
"1018","7557","72332709","1"
"1019","7557","66609426","1"
"1020","7557","18190276","1"
"1021","7557","8110298","1"
"1022","7557","44230981","1"
"1023","7557","125543284","1"
"1024","7557","44230981","1"
"1025","7557","125543284","1"
"1026","7557","70266756","1"
"1027","7557","79965994","1"
"1028","7557","78527797","1"
"1029","7557","8086136","1"
"1030","7557","16541038","1"
"1031","7557","79400821","1"
"1032","7557","100052814","1"
"1033","7557","61697713","1"
"1034","7557","70403440","1"
"1035","7557","7245912","1"
"1036","7557","4301418","1"
"1037","7557","104226826","1"
"1038","7557","83756376","1"
"1039","7557","61424044","0"
"1040","7557","3020070","0"
"1041","7557","14993990","1"
"1042","7557","63510361","1"
"1043","7557","69879259","1"
"1044","7557","3402413","1"
"1045","7557","3851956","1"
"1046","7557","5092738","1"
"1047","7557","1195496","1"
"1048","7557","99665104","1"
"1049","7557","116817266","1"
"1050","7557","17135111","1"
"1051","7557","60200391","1"
"1052","7557","17135111","1"
"1053","7557","14241633","1"
"1054","7557","130008580","1"
"1055","7557","14993990","1"
"1056","7557","7818900","1"
"1057","7557","8011849","1"
"1058","7557","5092738","1"
"1059","7557","16501728","1"
"1060","7557","3138820","1"
"1061","7557","61424044","1"
"1062","7557","1090488","1"
"1063","7557","948047","1"
"1064","7557","3138820","1"
"1065","7557","61424044","1"
"1066","7557","61424044","1"
"1067","7557","132265704","1"
"1068","7557","121107876","1"
"1069","7557","1195496","1"
